Ticker,Basic EPS (FY),Basic EPS (TTM),EPS Diluted (TTM),EBITDA (TTM),Gross Profit (MRQ),Gross Profit (FY),Total Revenue (FY),EPS Diluted (FY),Last Year Revenue (FY),Net Income (FY)
PBTS,0.1734,-0.3071,-0.3071,,,7833606.00000822,23152267.0000244,0.1734,23152267.0000244,1546290.00000163
AR,-1.1101,-1.1549,-1.1559,797815000,19340000.0000001,57881999.9999999,3944718000,-1.1101,3944718000,-340129000
TARA,-30.1484,-30.4468,-30.4468,-11942000,0,-279000,0,-30.1484,0,-14992000
ROLL,4.3187,5.035,4.9748,188051000,68238000,266987000.00000003,702516000,4.256,702516000,105193000
KEP,-1.5404,-1.5814,-1.5814,8391000000,-629106455.01201,,50671900558.2209,-1.5404,50671900558.2209,-1907477227.71093
PUMP,2.0832,2.0163,1.9441,489479000,107272000,345847000,1705177000,1.9974,1705177000,173862000
PHAT,-10.3174,,,,-6000,-8000,0,-10.3174,0,-255131000
USWS,-2.1148,-2.0996,-2.0996,98944000,-19693000,-23349000,514756999.99999994,-2.1148,514756999.99999994,-90998000
ESQ,1.9141,1.8963,1.8209,,,,48470000,1.8168,48470000,14143000
EYEG,-2.231,-2.237,-2.3419,-6895110,-54742,,2686000,-2.231,2686000,-7096696
MGYR,0.5147,0.492,0.492,,,,28953000,0.5147,28953000,2996000
XTNT,-0.6245,-0.6245,-0.6245,1042000,11311000,42458000,64682000,-0.6245,64682000,-8221000
MNTA,-2.9198,-2.9153,-2.9153,-300669000,,,23868000,-2.9198,23868000,-290055000
IDXG,-0.4329,-0.57,-0.57,-12646000,1895000,8447000,21896000,-0.4329,21896000,-12189000
REI,0.4431,0.579,0.576,121384000,23056407,80928251,195702831,0.4418,195702831,29496551
NICE,3.0023,3.0008,2.8798,413275000,283690943.081653,1002995882.84872,1579004638.07469,2.8893,1579004638.07469,186505521.424729
GEVO,-2.3534,-2.3643,-2.3643,-19672000,-2813000,-12620000,24487000,-2.3534,24487000,-28660000
SRI,2.1694,2.1613,2.1271,84534000,44027000,214708000,834289000,2.1327,834289000,60291000
BCEI,3.2538,3.2506,3.2425,193384000,34591000,170824000,313220000,3.2429,313220000,67066999.99999999
RCON,-0.9506,-0.7304,-0.7304,-3031960,,4376646.53038621,15004002.9490508,-0.9506,15004002.9490508,-3715803.82020632
EHTH,2.8987,2.7817,2.6217,,,,506201000,2.7257,506201000,66887000
DCIX,-1.119,-0.948,-0.948,3770000,5001000.00005208,8394000.00006552,26846000.0002097,-1.119,26846000.0002097,-32057000.0002504
AVID,0.1782,0.1737,0.1669,46966000,71108000,239179000,411788000,0.1748,411788000,7601000
HSC,-0.819,-0.9595,-0.9652,261358000,93610000,351630000,1502683000,-0.819,1502683000,-65215999.99999999
FVCB,1.1456,1.1456,1.0666,,,,50609000,1.07,50609000,15828000
JT,-0.3133,,-0.3085,-24884300,36517518.967827,211272606.11109,235939695.160686,-0.3133,235939695.160686,-52700240.21977369
MOGO,-0.70984039,-0.25407855,-0.25407855,17294561.93353474,9970543.80664652,35258456.58222287,44865280.42173086,-0.70984039,44865280.42173086,-16123883.43827793
XCUR,-0.4561,-0.4568,-0.4568,-27878000,,,1296000,-0.4561,1296000,-26303000
FEDU,-0.0019,0.0241,0.0213,,10212438.2907066,24525142.0344676,50248089.3650679,-0.0019,50248089.3650679,-89973.87613746
VRT,0.0509,0.0509,0.0509,,0,0,0,0.0509,0,4389796
RKDA,-4.5269,-4.5675,-4.5675,-19657000,-145000,284000,1169000,-4.5269,1169000,-28805000
CMPR,3.0875,9.0362,8.768,421844000,424111000.0044179,1296476000.00686,2751076000.01456,3.002,2751076000.01456,95052000.0005031
SAIL,-0.0956,-0.0969,-0.0987,8159000,69793000,218120000,288515000,-0.0956,288515000,-8500000
GAIA,-0.9994,-1.0033,-1.0033,-7609000,10155000,37594000,53979000,-0.9994,53979000,-18150000
ONE,0.187,0.1243,0.1243,,39650320.0101726,280307643.429874,582531810.59285,,582531810.59285,30057059.3517371
RIG,-2.0506,-2.0488,-2.0488,942000000,10000000,93000000,3275000000,-2.0506,3275000000,-1255000000
FFIV,7.1237,6.5749,6.5499,565160000,479172000,1881677000,2242447000,7.0751,2242447000,427734000
VCNX,-2.4737,-2.5395,-2.5395,-31766000,-68000,75000,523000,-2.4737,523000,-31863000
DEACU,0.0462,0.0462,0.0462,-1857300,0,0,0,0.0462,0,2309409
PDCE,-0.8851,-0.8598,-0.8617,872488000,114287000,384690000,1318967000,-0.8851,1318967000,-56672000
STKL,-0.10233275,-0.10032774,-0.11197224,34499633.6996337,30870285.83649956,107013373.67937844,1217688215.6842182,-0.10233275,1217688215.6842182,-775622.35613177
FLL,-0.2158,-0.2156,-0.2212,15592000,14049000,63312000,165432000,-0.2158,165432000,-5822000
PW,0.3021,0.3303,0.3296,1614740,481338,1715469,1974623,0.3021,1974623,838811
ELGX,-3.8432,-4.4239,-4.4239,-34829000,21829000,91086000,143370000,-3.8432,143370000,-64757000.00000001
LUNA,0.1763,0.1744,0.1549,6825960,9719303,32679091,70515715,0.1588,70515715,5342545
ANGO,0.4094,1.4813,1.455,37887000,37014000,138944000,270634000,0.4094,270634000,15348000
HCAT,-12.8553,-6.9192,-6.9192,-45207000,19456000,70492000,154941000,-12.8553,154941000,-60096000
OBSV,-2.4909,-2.4925,-2.4925,-106374000,-188000.00000015,-737000.00000592,0,-2.4909,0,-108790000.000874
MOMO,2.0705,2.0564,1.9133,513607000,331650716.84137803,1233454744.025,2462438048.11968,1.9566,2462438048.11968,429949709.50656104
CTIC,-0.6903,-0.6903,-0.6903,-39158000,-134000,,3345000,-0.6903,3345000,-40020000
PCOM,0.89022556,0.89169077,0.88120301,22525081.93560825,16612908.55546088,62200206.01848267,410503759.84794134,0.88081743,410503759.84794134,12165401.30872952
HPR,-0.6408,-0.6417,-0.6417,317627000,14811000,59218000,452659000,-0.6408,452659000,-134830000
CLDX,-14.4784,-3.8016,-3.8016,-51195000,,,9538000,-14.4784,9538000,-151184000
PLMR,0.494,0.2383,0.219,,,,110287000,0.4864,110287000,10621000
GOOG,49.5859,49.6087,49.1819,47254000000,24964000000,89506000000,161402000000,49.1628,161402000000,34343000000
VERI,-2.8479,-2.8822,-2.8822,-57986000,7307000,29527000,49648000,-2.8479,49648000,-62078000
AMPE,-0.1044,-0.1058,-0.1395,-17304000,-296705,-1272000,0,-0.1044,0,-13630000
OSIS,3.5805,4.2876,4.1577,163954000,110773000,430594000,1182115000,3.4613,1182115000,64796000.00000001
NTN,-0.7176,-0.716,-0.716,1904000,2143000,11963000,19806000,-0.7176,19806000,-2047000
DXF,0.0473,0.165,0.165,17989700,,17294211.7129386,21415256.3072981,0.0473,21415256.3072981,985943.5598519
BL,-0.5881,-0.5825,-0.5825,-6579000,65137000,224533000,288976000,-0.5881,288976000,-32535000
NG,-0.08522492,-0.08514963,-0.08514963,-16319217.01486919,-3982.26700836,-15008.49615619,0,-0.08522492,0,-27776724.11946758
NKTR,-2.5182,-2.5115,-2.5115,-429035000,27873000,85099000,114617000,-2.5182,114617000,-440667000
LCTX,-0.0805,-0.0451,-0.0451,-36094000,-125000,-1934000,1478000,-0.0805,1478000,-11709000
BASI,-0.0761,-0.202,-0.2023,2463000,3477000,12921000,43616000,-0.0761,43616000,-790000
CODX,-0.5024,-0.4171,-0.4171,-6033690,4063,-20245,39911,-0.5024,39911,-6271723
AIM,-9.7711,-6.5625,-6.5625,-11191000,-169000,-976500,367000,-9.7711,367000,-9813000
GDDY,0.7899,0.7917,0.7589,432500000,459900000,1748400000,2984900000,0.7539,2984900000,137000000
XTLB,-0.0026,-0.0462,-0.0462,,0,0,0,-0.0026,0,-1351358.428862
INO,-1.2091,-1.2125,-1.2251,-103659000,,,4111930,-1.2091,4111930,-119359219
APOP,-4.3224,-2.2779,-2.2779,-7068100,-26381.49891012,-125720.97718154,0,-4.3224,0,-5594305.34082366
HLF,2.2635,2.2647,2.1839,629700000,991900000,3843800000,4877100000,2.1963,4877100000,311000000
CATM,1.0606,1.0661,1.0545,288887000,76914000,286424000,1349405000,1.0491,1349405000,48274000
LACQ,0.0155,0.0122,0.0122,-3328670,0,0,0,0.0155,0,365954
CEI,2775.8875,-505.0596,-505.0596,-3986660,13778,-607576,2742102,262.325,2742102,16643153
LITE,-0.5361,-0.054,-0.0694,303600000,182900000,423800000,1565300000,-0.5361,1565300000,-36400000
WTTR,0.0347,0.0481,0.0475,153927000,20808000,144880000,1291589000,0.0346,1291589000,2784000
CRVS,-1.5902,-1.5905,-1.5905,-48111000,-185000,-743000,0,-1.5902,0,-46672000
GSL,3.0994,2.7317,2.5251,156468000,29077000,120382000,261101999.99999997,1.48,261101999.99999997,39838000
SRACU,0.0029,,,,0,0,0,0.0029,0,62359
IMAC,-0.4175,-0.8179,-0.8179,-4720250,-8368,371065,6701071,-0.4175,6701071,-3053743
MFAC,0.1117,0.1117,0.1117,-799390,0,0,0,0.1117,0,2363522
XELB,0.0595,0.084,0.084,5826000,2651000,12636000,35466000,0.0595,35466000,1088000
LYL,-0.0925,-0.1649,-0.1649,-2593190,,,2757006,-0.0925,2757006,-1056360
THRM,1.1324,1.137,1.1324,139951000,64649000,287467000,971684000,1.1264,971684000,37506000
RMBS,-0.815,-0.8167,-0.8167,-43914000,37728000,146387000,224027000,-0.815,224027000,-90419000
OPHC,-0.5784,-0.5776,-0.5776,,,,5356000,-0.5784,5356000,-1100000
AEYE,-0.9665,-0.9672,-0.9672,,2356020,6382041,10765153,-0.9665,10765153,-7783271
RM,3.9235,3.9593,3.8288,209585000,95094000,349213000,355713000,3.7995,355713000,44732000
AXR,-0.1209,,,,1263000,1066000,12831000,-0.1209,12831000,-979000
IAU,1.8792,2.1788,2.1788,2276000000,8497225,30469754,65788134,1.8792,65788134,2276002127
TOCA,-2.6879,-2.6912,-2.6912,-60668000,,,36000,-2.6879,36000,-63516000
AAMC,-1.773,-1.7695,-1.9991,-1689000,,,16493000,-1.773,16493000,-2819000
BHC,-5.0781,-5.0727,-5.0727,3404000000,1144000000.00334,4354000000.00053,8601000000.001041,-5.0781,8601000000.001041,-1788000000.00022
RDWR,0.482,0.4819,0.4643,28200000,55368000.00006101,206898000.00002295,252072000.000028,0.47,252072000.000028,22566000.0000025
INOD,-0.0622,-0.0618,-0.0618,2432000,5495000,18678000,55858000,-0.0622,55858000,-1602000
THS,-4.6726,-4.6731,-4.6747,416600000,208000000,726600000,4288899999.999999,-4.6726,4288899999.999999,-262600000.00000003
RVMD,-0.8274,,,,,,20165000,-0.8274,20165000,-41789000
INSE,-1.69,-1.6781,-1.6781,36642000,35700000,75300000,153400000,-1.69,153400000,-37000000
INSM,-3.0078,-3.0416,-3.0416,-225064000,35754000,107262000,136467000,-3.0078,136467000,-254337000
PPIH,-0.0677,0.3847,0.3771,10746000,7643000,23339000,128965000,-0.0677,128965000,-529000
SONG,0.1157,,,,6099000,21139935.8181555,123681424.821028,0.1157,123681424.821028,5741842.04626177
SDPI,-0.0373,-0.0374,-0.0374,3204780,1529560,7386065,18997014,-0.0373,18997014,-936423
KMX,4.8286,5.2066,5.1569,794619000,613647000.000001,2480591000,18173100000,4.7896,18173100000,842413000
INGN,0.9601,0.9609,0.9361,60156000,33922000,171861000,361943000,0.942,361943000,20950000
DRI,5.7765,5.195,5.1259,1227300000,450300000,1500400000,8510400000,5.689,8510400000,713400000
AVRO,-2.6598,-2.6659,-2.6659,-74959000,-245000,-850000,0,-2.6598,0,-72965000
HALL,0.5721,1.5612,1.5472,,,,391266000,0.5685,391266000,10347000
XAIR,-0.7717,-1.4928,-1.4928,-9177370,,,7724001,-0.7717,7724001,-6558450
DLTR,3.4865,3.4848,3.472,2238600000,1960500000,6987800000,23610800000,3.4704,23610800000,827000000
FIXX,-2.4673,-2.471,-2.471,-103616000,,,1666000,-2.4673,1666000,-103916000
KMDA,0.56925304,,,,12225478.46155206,49730447.58846584,131200946.65797308,0.5656051,131200946.65797308,22953228.42811419
SPCB,-1.0333,-1.0222,-1.0223,,3262000,8139000.0000104,21882000.0000279,-1.0333,21882000.0000279,-15740000.00002
SNPS,3.55,3.2226,3.1335,729067000,632238000,2565021000,3359258000,3.45,3359258000,532366999.99999994
HHC,1.7145,1.7152,1.7068,297775000,91771000,319619000,1326273000,1.7077,1326273000,73956000
WKHS,-0.5792,-0.6101,-0.6101,-23478500,-2090603,-5468329,376562,-0.5792,376562,-37162827
VBFC,3.0983,3.0941,3.0941,,,,31107000,3.0983,31107000,4477000
NMIH,2.5448,2.5419,2.4462,,,,379171000,2.4664,379171000,171957000
MTC,-0.117,,,,,-909789.00000096,26882.00000003,-0.117,26882.00000003,-2349002.00000248
VRNS,-2.6031,-2.6067,-2.6067,-60643000,62908000,219046000,254190000,-2.6031,254190000,-78764000
EYPT,-0.5445,-0.5537,-0.5537,-45258000,6694000,15218000,20365000,-0.5445,20365000,-56793000
ANAB,-3.5972,-3.598,-3.598,-107018000,,,8000000,-3.5972,8000000,-97336000
CACC,34.7138,34.7126,34.6531,1152700000,380100000,1466600000,1489000000,34.5742,1489000000,656100000
GDP,1.0862,1.0884,0.9131,63074000,6684000,31981000,118350000,0.9563,118350000,13288000
TBLT,-3.2722,-2.7759,-2.7759,-8184280,1479969,3495194,15289400,-3.2722,15289400,-27651412
MTH,6.5528,6.5249,6.395,327497000,222244000,689295000,3666944000,6.4196,3666944000,249663000
TBBK,0.9083,0.9089,0.9015,,,,286559000,0.8992,286559000,51559000
BNSO,-0.0984,,,,,3957000.00000511,9992000.00001292,-0.0984,9992000.00001292,-463000.0000006
CABA,-0.5077,,,,-32000,0,0,-0.5077,0,-12202000
NK,-0.6983,-0.7067,-0.7067,-55291000,,,43000,-0.6983,43000,-65789000
UONE,0.0207,0.0189,0.0121,157510000,68373000,291218000,436929000,0.02,436929000,925000
DSSI,-0.2525,-0.2446,-0.2487,165996000,49646000.0005176,86744000.000678,579784000.00453,-0.2525,579784000.00453,-9306000.0000727
WTER,-0.2699,-0.3409,-0.3409,-12180300,3139486,12366091,32199528,-0.2699,32199528,-8617565
SABR,0.5784,0.5778,0.5734,813389000,190393000,871604000,3974988000,0.5742,3974988000,158592000
COE,-0.7005,-0.718,-0.7188,,40766858.13735891,151014464.51184002,214680492.555711,-0.7005,214680492.555711,-14400013.4624041
WAFU,-0.216,-0.5406,-0.5406,-2287220,,2503644,5358023,-0.216,5358023,-946183
WLFC,10.8958,10.9064,10.5122,232589000,50574000,260277000,409160000,10.4965,409160000,66837999.99999999
PIXY,-22.9016,-21.8596,-22.114,-9828460,3314000,11551000,53436000,-22.9016,53436000,-18727000
MLNX,3.7327,3.727,3.6244,319675000,249723000,859044000,1330576000,3.6196,1330576000,205095000
TMUS,4.0602,4.0608,4.0267,13053000000,4890000000,19861000000,44998000000,4.0165,44998000000,3468000000
PLIN,0.1834,,,,,9001219,102545152,0.1834,102545152,4363591
CORT,0.8236,0.8239,0.769,113780000,86459000,300982000,306486000,0.7684,306486000,94181000
JCOM,4.5188,4.5202,4.3778,500649000,272692000,881280000,1372054000,4.3918,1372054000,215310000
MGTA,-2.074,-2.0623,-2.0623,-81126000,-485000,-1843000,0,-2.074,0,-76769000
FTSV,-2.4049,-2.4661,-2.4661,-92171000,-441000,,15678000,-2.4049,15678000,-87621000
KLDO,-3.3588,-3.7741,-3.7741,-85342000,-354000,-1318000,0,-3.3588,0,-86331000
FWONK,-1.3463,-1.3448,-1.3463,418000000,39000000,175000000,2022000000,-1.3463,2022000000,-311000000
TLRA,-0.1964,-0.1982,-0.1982,-7237000,15016000,52927000,68038000,-0.1964,68038000,-9007000
MCEP,-0.1702,-0.1706,-0.2882,17751000,3395000,16174000,65747000,-0.1702,65747000,-592000
BRBR,3.1221,2.6378,2.6378,211200000,85800000,289600000,854400000,3.1221,854400000,123100000
QGEN,-0.1828,-0.184,-0.1964,522951000,274138000,975289000,1526424000,-0.1828,1526424000,-41455000
PLXP,-3.8417,-3.965,-3.9652,-14044000,-7668,407211,565464,-3.8417,565464,-20502395
CHWY,-0.6721,-0.647,-0.647,-215328000,279036000,691595000,3532837000,-0.6721,3532837000,-267890000
NWHM,-0.4006,-0.4004,-0.4005,6653000,18768000,54385000.0000001,669349000,-0.4006,669349000,-8037000
ATEC,-1.0913,-1.0932,-1.0932,-29870000,19983000,70016000,113427000,-1.0913,113427000,-57002000
GPRE,-4.3783,-4.3778,-4.3778,-48438000,2013000.00000004,-68559000.0000002,2415140000,-4.3783,2415140000,-166860000
EXK,-0.36336996,-0.36275304,-0.36275304,-7659386.92886061,-8815428.19180698,-31406565.93227631,123729161.0269119,-0.36336996,123729161.0269119,-49183461.965295
INDO,0.0198,,,,,2159494,5856341,0.0198,5856341,145723
DNN,-0.02367457,-0.02367457,-0.02367457,-14501638.71216503,-3475612.10719105,-12040100.25062657,11990746.09600925,-0.02367457,11990746.09600925,-13989589.35801041
OPRA,0.346,0.4334,0.4239,38072300,53864927.923082,104988553.920989,171769721.317521,0.3359,171769721.317521,35056673.02191901
ORTX,-1.76,-1.7593,-1.7593,,409484.61127,1715070.396542,2523402.755568,-1.76,2523402.755568,-164098497.859259
GTEC,-0.0126,-0.098,-0.098,-1276500,0,0,0,-0.0126,0,-66784
GRIL,-0.9928,-0.8106,-0.8106,-2225280,157061,1094106,6022669,-0.9928,6022669,-7202469
MIST,-3.4989,-2.7476,-2.7476,-58037000,-93000.00000027,-236000.00000003,0,-3.4989,0,-55229000.0000067
OPES,-0.1674,-0.1885,-0.1885,-715140,0,0,0,-0.1674,0,-585767.00000025
GLMD,-0.969,-0.9687,-0.9687,-22341000,-8000,-35000,0,-0.969,0,-20461000
MHLD,-1.2813,-1.2681,-1.2681,,,,576300000,-1.2813,576300000,-106429000
MYGN,0.0626,-0.3542,-0.3562,68200000,130300000.00000001,590800000,851100000,0.0605,851100000,4600000
NH,-0.5688,-0.569,-0.569,-5419000,14192000,53322000,95961000,-0.5688,95961000,-62762000
KVHI,-1.1717,-1.1729,-1.1729,-11067000,15622000,52770000,157893000,-1.1717,157893000,-20456000
CBAY,-1.5337,-1.5331,-1.5331,-102503000,-150000,-800000,0,-1.5337,0,-102808000
HSTM,0.4385,0.4386,0.4378,42655000,30580000,122353000,254112000,0.4378,254112000,14196000
LH,8.4147,8.4209,8.355,2406100000,756500000,3009300000,11554800000,8.355,11554800000,823800000
JYNT,0.2405,0.2404,0.2301,5428240,11650468,40985726,48450900,0.2297,48450900,3323712
NTLA,-2.1066,-2.1054,-2.1054,-100781000,,,43103000,-2.1066,43103000,-99533000
OPNT,2.885,2.8523,2.0292,11150800,6049000,32799520,40519800,2.17,40519800,11593050
DTIL,-2.2118,-1.8381,-1.8381,-81887000,,,22238000,-2.2118,22238000,-92877000
ONCS,-4.2925,-13.2224,-13.2224,-37200800,-247390,-243712,0,-4.2925,0,-30276053
COMM,-5.0243,-5.0151,-5.0151,900800000,530299999.99999994,1810900000,8345100000,-5.0243,8345100000,-929500000
LAIX,-0.0017,-1.0868,-1.0868,-81200700,21894642.7148149,108496927.626957,148080249.391037,-0.0017,148080249.391037,-83182791.681917
SIGA,-0.0894,-0.0892,-0.1469,-1749770,4068140.5,24959247,26742085,-0.1501,26742085,-7241147
MCFT,1.1448,0.9726,0.967,70166000,20155000,109635000,466381000,1.1378,466381000,21354000
VMD,0.23127048,0.25193754,0.23875072,16808945.44052439,14283843.92460451,56621455.24589705,82121830.88849199,0.21947176,82121830.88849199,8723193.38522221
SYNC,-0.2308,-0.2309,-0.2309,5641000,11792000,50224000,121845000,-0.2308,121845000,-9021000
NXGN,0.3802,0.2402,0.2395,73519000,66290000.00000001,278132000,529173000,0.3792,529173000,24494000
RGNX,-2.582,-2.5825,-2.5825,-141846000,6054000,19840000,35233000,-2.582,35233000,-94733000
THMO,-3.3575,-3.4324,-3.4324,-2528000,591000,5122000,13047000,-3.3575,13047000,-9497000
ATH,11.447,11.4415,11.4051,,,,11856000000,11.4042,11856000000,2172000000
TAT,-0.1033,-0.0701,-0.0701,31326000,7116000.00003261,40532000.000172,70789000.0003004,-0.1033,70789000.0003004,-5216000.00002213
PFNX,0.0335,0.0306,0.014,2536000,20488000,43820000,50326000,0.0327,50326000,1058000
MNLO,-3.0943,-3.0975,-3.0975,-72542000,-173000,-700000,0,-3.0943,0,-73703000
XBIO,-6.3312,-10.8758,-10.8758,-6544730,9574,-10421,17066,-6.3312,17066,-12775025
CLBK,0.4925,0.4925,0.4925,,,,292414000,0.4925,292414000,54717000
HCHC,-0.663,-0.6515,-0.6939,90300000,142700000,529400000,1986300000,-0.663,1986300000,-29700000
IIVI,1.6909,-0.6475,-0.673,181595000,148340000,521349000.00000006,1362496000,1.6339,1362496000,107517000
CBAT,-0.0731,-0.3498,-0.3498,-5467260,658765,-3298597,24433304,-0.0731,24433304,-1943177
HSKA,-0.1968,-0.1944,-0.2013,5782000,15830000,54449000,122661000,-0.1968,122661000,-1465000
EMAN,-0.0893,-0.0903,-0.0903,-3142000,2676000,6728000,26726000,-0.0893,26726000,-4298000
ISDR,0.1787,0.1783,0.1775,2184000,2427000,10330000,16295000,0.1777,16295000,686000
KPTI,-3.2215,-3.2271,-3.2271,-188301000,16458000,37512000,40893000,-3.2215,40893000,-199590000
PLAN,-1.1496,-1.1512,-1.1512,-116244000,74368000,257245000,348022000,-1.1496,348022000,-149217000
DBVT,-2.3224,-2.3265,-2.3265,,,0,0,-2.3224,0,-171916589.491829
BWAY,-1.0106,,,,4811985.742073,17909762.933956,23175746.893196,-1.0106,23175746.893196,-10361417.856929
ORN,-0.1828,-0.188,-0.188,31029000,18429000,61401000,708390000,-0.1828,708390000,-5359000
ADIL,-0.872,-0.8998,-0.8998,-8244340,-141,-565,0,-0.872,0,-8591429
AMRX,-2.7396,-2.7606,-2.7606,208747000,123955000,479159000,1626373000,-2.7396,1626373000,-361917000
LHCG,3.0947,3.0936,3.0654,210970000,172890000,704432000,2080241000,3.0672,2080241000,95726000
CRNC,2.7547,,,,48394000,189789000,303315000,2.7547,303315000,100268000
BURG,-2.5561,-2.3484,-2.3484,-2678390,102301,-600369,30143118,-2.5561,30143118,-17726384
AWX,-0.1174,-0.1174,-0.1182,2655000,2177000,9563000,68357000,-0.1174,68357000,-455000
AMSC,1.316,-0.9442,-1.0252,-17850000,1501000,13677000,56207000,1.2912,56207000,26761000
GRNQ,-0.1584,-0.1591,-0.1591,-1934900,788276.00000031,2132176.00000239,4213360.00000471,-0.1584,4213360.00000471,-8549767.00000956
CLSN,-0.7718,-0.7967,-0.7967,-19843800,,,500000,-0.7718,500000,-16851533
CPS,3.9384,3.378,3.347,179581000,59742000,338383000,3108400000,3.9241,3108400000,67529000
REAL,-2.1083,-1.1769,-1.1769,-85058000,62547000,203206000,318037000,-2.1083,318037000,-96746000
MTLS,0.0336,0.0329,0.0329,23226100,31639945.5491163,122789409.397005,220132701.202235,0.0336,220132701.202235,1841163.99553423
MDGL,-5.4531,-5.4513,-5.4513,-94860000,-28000,-112000,0,-5.4531,0,-83948000
QBAK,-0.0036,-0.0052,-0.0052,112000,729000,2935000,13439000,-0.0036,13439000,-7000
CNR,-0.1226,-0.1281,-0.1281,546745000,243158000,910842000,4889747000,-0.1226,4889747000,-15390000
ATEN,-0.2342,-0.2373,-0.2374,-5731000,46876000,163747000,212628000,-0.2342,212628000,-17819000
RDNT,0.297,0.2957,0.2912,221328000,24733000,73880000.00000009,1154179000,0.2937,1154179000,14756000
CEL,-0.26169658,-0.26169658,-0.26169658,226114649.68152863,68905616.67631732,198610306.89056167,1073537927.0411118,-0.26169658,1073537927.0411118,-30978575.56456283
